AffyID	Symbol	C_0	C_0.5	C_2	C_4
200932_s_at	DCTN2	610.73	674.57	610.87	600.73
41220_at	MSF	806	850.37	894.93	668.6
201275_at	FDPS	427.53	522.27	481.9	428.67
208811_s_at	DNAJB6	115.67	110.67	145.3	137.33
216032_s_at	SDBCAG84	970	905.57	929.13	927.67
201041_s_at	DUSP1	688	659	1186.33	1502.23
200854_at	NCOR1	178.8	191.43	199.93	213.23
210816_s_at	CYB561	40	40.13	40	40
201540_at	FHL1	1560	1792.43	1546.13	1656.3
200761_s_at	JWA	381.63	412.47	305.5	274.67
200666_s_at	DNAJB1	376.57	329.1	344.33	349.57
211185_s_at	FLJ14753	743.47	769.93	649.6	741.8
200658_s_at	PHB	580.53	503.1	552.23	480.83
210195_s_at	PSG1	40	40	44.27	40
200645_at	GABARAP	2019.03	2162.23	2109.23	1924.27
200707_at	PRKCSH	640	513.2	645.93	515.87
201077_s_at	NHP2L1	1177.47	1054.13	1138.9	1019.3
200710_at	ACADVL	428.73	351.47	412	320.43
200632_s_at	NDRG1	179.67	169.47	205.7	159.63
208636_at	ACTN1	291.7	237.83	195.03	204.37
200609_s_at	WDR1	368.17	299.6	339.53	398.27
200834_s_at	RPS21	4902.4	4901.13	4792.2	4647.63
216088_s_at	PSMA7	139.7	130.63	164.1	130.43
200675_at	CD81	1233.8	1205.1	1285.93	1120.33
201786_s_at	ADAR	638.5	616.87	683.4	618.53
211980_at	COL4A1	358.53	395.93	388.23	401.13
208626_s_at	VAT1	516	403.57	525.53	322.33
212509_s_at	---	1064.43	1245.3	1167.27	1251.9
214218_s_at	---	4470.9	3901.2	4555.03	3726.17
217753_s_at	RPS26	1665.37	1701	1386.83	1681.5
200747_s_at	NUMA1	181.83	165.83	175.47	151.13
200820_at	PSMD8	602.3	608.97	655.03	531.23
208662_s_at	TTC3	455.37	485.73	415.3	429.9
201304_at	NDUFA5	128.77	114.4	74.7	120.2
208620_at	PCBP1	783.97	883.3	950.77	742
217716_s_at	SEC61A1	245.93	268.53	291.73	220
200903_s_at	AHCY	643.5	652.77	733.1	635.17
201092_at	RBBP7	2744.27	2989.87	2855.83	2854.3
213201_s_at	TNNT1	92.97	94.43	103.1	84.4
200846_s_at	PPP1CA	641.4	615.73	660.1	548.1
207168_s_at	H2AFY	1422.8	1483.5	1412.43	1509.73
217822_at	WBP11	283.63	273.53	267.97	359.47
208723_at	USP11	1585.43	1372.37	1630.67	1505.8
208745_at	ATP5L	166.77	158.3	145.33	160.67
208728_s_at	CDC42	258.57	266.57	265.9	262.37
217225_x_at	LOC283820	1251.93	1352.33	1383.77	1400.03
200661_at	PPGB	231.1	266.5	256.37	192.5
200644_at	MLP	1377	1235.47	1374.87	1382.17
208967_s_at	AK2	341	326.6	349.33	269.83
200942_s_at	HSBP1	667.63	622.57	761.4	605.43
212461_at	OAZIN	242.27	243.17	254.57	308.53
219549_s_at	RTN3	679.83	706.97	780.33	788.63
200595_s_at	EIF3S10	348.57	351.8	349.87	423.13
200998_s_at	CKAP4	313.43	269	320.97	276.57
211992_at	PRKWNK1	305.77	308.53	341.33	297.37
213086_s_at	CSNK1A1	357.43	393.1	360.07	444.23
202154_x_at	TUBB4	765.53	846.53	771.17	769.23
210027_s_at	APEX1	447.93	464.37	454.47	497.07
200782_at	ANXA5	683.77	668.33	706.27	743.37
200876_s_at	PSMB1	1550.5	1625.8	1556.07	1680.8
200701_at	NPC2	722.1	769.97	709.6	823.13
200619_at	SF3B2	577.27	623.1	604.43	557.37
206158_s_at	ZNF9	648.17	699.67	704.93	803.3
200652_at	SSR2	745.93	839.47	787.67	718.33
213281_at	JUN	75.97	70.57	116.67	164.77
208614_s_at	FLNB	136.47	151.57	142.83	104.43
214214_s_at	C1QBP	555.3	586.7	501.7	630.83
206918_s_at	CPNE1	272.07	234.87	247.77	205.37
200618_at	LASP1	290.2	263.6	279.6	221.4
209312_x_at	HLA-DRB1	243.8	231.93	271.03	207.03
203445_s_at	OS4	399.8	398.87	376.97	307.23
217758_s_at	SMBP	265.3	323.07	263.53	311.8
201901_s_at	YY1	425	508.4	520.13	542.7
213846_at	COX7C	416.5	435.7	362.83	414.33
200965_s_at	ABLIM1	635.57	641.5	626.37	549
207076_s_at	ASS	109.43	111.2	101.5	90.47
201264_at	COPE	576.63	498.07	609.5	422.4
217833_at	---	370.43	403.3	405.77	492.93
204050_s_at	CLTA	577.5	591.87	577.8	555.77
209330_s_at	HNRPD	376.47	375.03	323.57	370.9
217722_s_at	NEUGRIN	823.1	853.6	781.73	926.77
213650_at	GOLGIN-67	112.87	100.23	104.7	93.57
200821_at	LAMP2	83.13	96.4	72.4	95.5
213409_s_at	RHEB2	40	41.23	40	40
201739_at	SGK	75	92.23	86	95.03
201946_s_at	CCT2	670.3	664.6	738.43	649.93
200884_at	CKB	1001.87	892.83	1113.13	858.73
212038_s_at	VDAC1	660.7	647.4	619	657.83
209214_s_at	EWSR1	656.73	562.8	730.47	656.67
200681_at	GLO1	2814.53	2884.5	2861.4	3327.03
208863_s_at	SFRS1	483.33	546.9	457.63	463.57
210908_s_at	PFDN5	844.83	1079.7	883.5	958.77
200789_at	ECH1	134.77	145.1	137.17	115.77
200805_at	C5orf8	196.47	225.93	240.93	174.5
214035_x_at	NPIP	524.53	306.53	412.2	468.4
221725_at	WASF2	264.2	226.63	262.93	246.47
200703_at	DNCL1	1325.47	1312.97	1239.07	1166.13
201564_s_at	FSCN1	107.3	93.17	142.43	84.3
200873_s_at	CCT8	1041.83	1158.9	1007.3	1234.17
200826_at	SNRPD2	2352.2	2592.57	2485.63	2202.83
208720_s_at	RNPC2	791.67	629.93	941.57	1148.7
200828_s_at	ZNF207	1085.27	1208.4	1266.57	1300.03
222065_s_at	FLII	185.97	184.03	193.7	143.67
208611_s_at	SPTAN1	385.8	278.6	372.17	294.47
201039_s_at	RAD23A	405.37	266.03	358.43	232.63
200790_at	ODC1	1220.03	1410.83	1213.47	1248.7
200600_at	MSN	360.7	329.67	317.17	290.47
200802_at	SARS	478	511.1	468.13	434.6
200922_at	KDELR1	412.57	322.73	474.8	284.93
211501_s_at	EIF3S9	268.83	259.5	297.93	246.37
200612_s_at	AP2B1	410.2	426.9	392.2	324.07
200870_at	UNRIP	908.57	981.63	916.53	1102.43
201160_s_at	CSDA	1009.43	1049.63	994.5	1080.2
208644_at	ADPRT	736.27	787.77	853.5	828.57
208736_at	ARPC3	489.9	574.2	477.63	529.23
208862_s_at	CTNND1	226.23	195.37	212.43	167.17
214512_s_at	PC4	604.9	585.57	495.37	844.43
213521_at	---	104.57	82.27	95.3	90.57
206200_s_at	ANXA11	208.73	277.97	216.77	204.5
213408_s_at	MGC14697	868.13	798.77	797.7	728.7
208652_at	PPP2CA	712.77	717.83	670.23	926
204744_s_at	IARS	1062.17	1071.47	921.27	1022.47
201113_at	TUFM	858.6	860.57	956.37	755.63
201653_at	CNIH	373.07	344.13	319.1	467.4
208845_at	---	1085.73	1139.33	918.93	1126.93
208732_at	RAB2	98.23	100.17	82.57	87.23
201247_at	SREBF2	177.7	188.67	239.4	155.57
200687_s_at	SF3B3	410.93	406.17	414.87	410.37
200887_s_at	STAT1	260.57	256.03	245.57	333.87
208737_at	ATP6V1G1	797.73	776.2	808.4	868.1
200722_s_at	M11S1	377.7	269.83	336.43	207.27
205895_s_at	NOLC1	189.5	183.87	233.27	177.37
200686_s_at	SFRS11	473.93	608.83	437.33	535.8
200621_at	CSRP1	290.37	292	324.9	300.77
200913_at	PPM1G	270.03	276.07	304.63	263.77
210825_s_at	PBP	848.63	1017.67	921.67	1000.13
208761_s_at	UBL1	598.9	626.3	589.27	665.83
201031_s_at	HNRPH1	609.97	531.37	586.33	619.1
200649_at	NUCB1	384.77	331.63	393.33	284.5
208319_s_at	RBM3	254.17	234.8	252.53	289.17
201194_at	SEPW1	240.53	221.53	242.63	210.27
214709_s_at	KTN1	360.97	350.03	269.13	369.47
201106_at	GPX4	825.37	898.2	902.23	1120.5
201492_s_at	RPL41	8306.2	8965.53	9444.1	9020.73
211963_s_at	ARPC5	633	640.17	560.93	581.77
210275_s_at	ZNF216	878.77	891.1	1016.8	1216.5
200704_at	PIG7	384.33	447.53	389.03	545.93
200852_x_at	GNB2	408.77	378.77	482.2	279
208714_at	NDUFV1	570.33	628.8	631.87	520.47
200934_at	DEK	1303.3	1402.47	1223.43	1526.97
215273_s_at	TADA3L	132.9	129.73	141.73	104
200800_s_at	HSPA1A	527.37	455.63	409.47	378.5
201163_s_at	IGFBP7	145.63	171.13	123.73	147
208669_s_at	CRI1	361	399	423.2	530.1
201020_at	YWHAH	366.2	373.63	381.8	413.5
221729_at	COL5A2	40	40	40	40
211962_s_at	ZFP36L1	42.23	40	53.07	46.5
200810_s_at	CIRBP	566.83	549.07	734.93	706.27
208764_s_at	ATP5G2	1489.83	1429.6	1441.67	1319.43
215091_s_at	GTF3A	395.47	494.7	367.03	494.63
200636_s_at	PTPRF	242.23	218.57	245.67	210.37
217736_s_at	HRI	820.33	851.53	912.33	1007.77
201202_at	PCNA	852.67	818.03	805.83	1082.17
204490_s_at	CD44	70.73	63.97	51.1	55.4
202429_s_at	PPP3CA	189.33	209.27	164.03	183.8
208836_at	ATP1B3	718.27	840.8	754.3	910.33
213757_at	EIF5A	662.63	900.8	633.9	950.4
201205_at	RRBP1	42.97	42.5	42.37	40
33850_at	MAP4	93.73	85.1	103.9	84.53
243_g_at	MAP4	157.77	148.77	158.4	129.57
200733_s_at	PTP4A1	149.5	154.6	110.93	164.37
213535_s_at	UBE2I	1120.93	1001.5	1015.67	1020.43
201063_at	RCN1	527	635.4	535.57	621.3
210605_s_at	MFGE8	267.63	215.87	281.27	166.37
210213_s_at	ITGB4BP	504.8	475.73	512.27	455.57
204219_s_at	PSMC1	931.33	1014.27	1099.83	1049.77
208721_s_at	ANAPC5	132.73	123.53	157.47	99.7
200606_at	DSP	1024.47	955.17	886.83	891.67
200895_s_at	FKBP4	338.97	308.27	307.83	234.47
204009_s_at	KRAS2	343.87	355.23	287.87	339.57
200816_s_at	PAFAH1B1	344.17	395.3	393.97	417.17
200875_s_at	NOL5A	603.07	679.3	696.17	847.03
217762_s_at	RAB31	160.03	211.93	179.5	162.53
208822_s_at	DAP3	131.5	164.8	155.83	150.9
208881_x_at	IDI1	539.53	644.73	682.43	801.63
219762_s_at	RPL36	2714.6	3267.67	3098	3163.23
204620_s_at	CSPG2	462.2	461.13	398.2	344.83
212401_s_at	CDC2L2	252.93	236.33	251.83	217.43
202736_s_at	LSM4	753.87	668.97	714.13	442
201079_at	SYNGR2	296.73	321.47	331.87	257.47
201195_s_at	SLC7A5	116.27	114.6	146.07	122.77
200818_at	ATP5O	1664.1	1745.1	1556.27	1767.8
200788_s_at	PEA15	563.07	532.73	633.17	639.43
201505_at	LAMB1	40	46.6	40	40
221471_at	TDE1	247.33	269.13	232.03	283.87
200655_s_at	CALM1	567.13	682.37	555.97	746.1
208904_s_at	RPS28	4648.43	4987.43	5158.4	4826.43
217879_at	CDC27	135.53	151.1	123.7	130.23
217755_at	HN1	306.03	323.17	305.5	249
208818_s_at	COMT	346.03	341.67	357.17	358.97
201237_at	CAPZA2	118.7	130.33	111.27	140.8
208885_at	LCP1	183.93	165.3	210.8	154.37
201388_at	PSMD3	441.03	376.9	466.7	330.07
200785_s_at	LRP1	66.77	50.63	53.3	44.77
201136_at	PLP2	640.67	706.07	638.23	653.2
208785_s_at	MAP1LC3B	356.07	319.3	368.4	409.07
201277_s_at	HNRPAB	2187.63	2035.57	2322.93	2468.03
200786_at	PSMB7	1103.73	1198	1195.9	1067.77
200878_at	---	63.57	66.37	70.57	70.43
200726_at	PPP1CC	660.9	754.9	618.9	856.9
215171_s_at	TIMM17A	487.8	523.1	419.53	664.57
200740_s_at	SMT3H1	568.53	649.27	603.13	685.6
200736_s_at	GPX1	960.17	907	958.17	897.13
210840_s_at	IQGAP1	225.37	247.27	212.97	201
201244_s_at	RAF1	255.47	271	290.03	272.83
210046_s_at	IDH2	249.83	260.2	270.73	184.6
201403_s_at	MGST3	519.5	511.03	535.27	377.63
201717_at	MRPL49	464.63	483.03	490.43	464.57
208634_s_at	MACF1	481.93	526.57	497.73	462.47
201210_at	DDX3	1082.87	1001.37	1178.93	1183
208841_s_at	G3BP2	270.83	299.77	242.53	303.4
201252_at	PSMC4	249.57	250.17	257.17	311.2
201289_at	CYR61	160.07	170.6	209.1	241.8
207163_s_at	AKT1	211	157.5	224.53	136.67
202596_at	ENSA	1156.1	1153.23	1212.43	1231.93
201119_s_at	COX8	2116.4	1852.9	2045.03	1593.03
200694_s_at	DDX24	445.27	436.97	442.1	544.23
201135_at	ECHS1	678.27	692.2	683.03	724.77
201055_s_at	HNRPA0	326.67	289.6	338.3	183.4
200948_at	MLF2	647.63	595.43	812.07	568.57
208313_s_at	SF1	888.63	819.9	1029.67	878.53
214988_s_at	SON	392	442.63	380.43	425.6
217766_s_at	SMP1	307.9	298.87	263.6	364
205480_s_at	UGP2	466.7	505.07	386.63	472.07
213344_s_at	H2AFX	92.07	103.93	103.63	90.13
221564_at	HRMT1L1	60.93	57.87	60.37	55.77
213348_at	CDKN1C	117.43	139.2	113.73	107.3
201268_at	NME2	2537.9	2519.3	2651	2203.2
200925_at	COX6A1	3517.43	3428.67	3822.37	3425.47
200840_at	KARS	1068.67	1147.63	933.6	1128.97
201115_at	POLD2	267.1	230.3	238.73	210.47
36994_at	ATP6V0C	1089.83	1001.37	1176.17	1120.03
208828_at	POLE3	363.17	440.1	375.9	519.23
201129_at	SFRS7	322.8	344.2	271.73	407.7
201568_at	QP-C	1491.17	1753.67	1416.1	1391.13
217811_at	SELT	328.47	336.53	344.2	326.87
201290_at	SPC18	1246.73	1318.37	1156.33	1442.67
205417_s_at	DAG1	327.47	308.77	321.73	252.13
208804_s_at	SFRS6	948.7	1106.63	1175.43	1211.43
201897_s_at	CKS1B	527.43	561.5	547.57	502.9
201315_x_at	IFITM2	263.5	297.77	279.43	241.93
201111_at	CSE1L	585.03	576.5	479.97	582.37
200808_s_at	ZYX	167.07	150.77	189.5	161.43
200885_at	ARHC	333.23	301.1	362	262.53
208742_s_at	SAP18	610.67	611.17	616	637.7
211975_at	ZNF289	376.13	351.37	401.93	327.53
201431_s_at	DPYSL3	143.27	164.33	148.67	123.4
202420_s_at	DDX9	330.53	313.37	393.87	354.9
201956_s_at	GNPAT	398.83	444.03	403.63	426.2
213318_s_at	BAT3	1285.97	1287.23	1543.6	1140.43
200911_s_at	TACC1	273.77	277.6	303.73	346
201441_at	COX6B	823.63	991.8	855.53	790.3
201066_at	CYC1	421.83	407.47	453.5	478.63
217738_at	PBEF	123.37	131.77	165.67	191.2
208693_s_at	GARS	461.27	472.17	526.03	569.93
213545_x_at	SNX3	488.77	543.73	476.27	580.63
201969_at	NASP	228.33	235.03	245.43	255.57
201560_at	CLIC4	390.83	372.07	315.83	443.47
200863_s_at	RAB11A	916.47	956.27	909.87	1072.9
212205_at	H2AV	604.47	590	531.17	629.13
201007_at	HADHB	410.63	425.93	368.9	411.67
202233_s_at	UQCRH	1581.67	1572.13	1452.87	1502.33
201221_s_at	SNRP70	748.3	610.97	861.93	644.7
214179_s_at	NFE2L1	267.37	321.97	319.67	265.37
201153_s_at	MBNL1	137.23	158	102.13	133.3
201487_at	CTSC	111.27	127.63	117.7	124.1
211506_s_at	---	40	40	120.97	256.1
208768_x_at	RPL22	3919.03	3821.6	3985.2	3952.4
200964_at	UBE1	3253	2688	3249.6	2713.6
208780_x_at	VAPA	808.53	816.8	720.07	964.33
201029_s_at	CD99	2116.33	2199.83	2264.1	2021.13
201022_s_at	DSTN	1765.13	1943.4	1735.93	1848.7
216215_s_at	RBM9	296.53	312.87	348.4	292.8
201087_at	PXN	103.07	85.17	110.63	70.07
209054_s_at	WHSC1	216.67	180	216.7	190.7
205967_at	HIST1H4C	914.47	1473.17	1082.8	775.33
206445_s_at	HRMT1L2	1488.2	1415.3	1473.27	1412.43
212048_s_at	YARS	366.13	381.47	349.53	334.03
217744_s_at	PIGPC1	303.33	318.47	364.1	293.4
203325_s_at	COL5A1	44.8	43.07	53.43	42.13
200872_at	S100A10	852.4	853.33	734.4	919.17
208684_at	COPA	481.37	439.8	492.67	414.93
201266_at	TXNRD1	506.4	529.9	514.2	594.13
204306_s_at	CD151	319.03	257.47	340.57	307.4
208970_s_at	UROD	316.67	320.53	291.67	317.03
217897_at	FXYD6	211.73	230	209.83	163.37
201587_s_at	IRAK1	748.37	852.23	920.73	857.23
201278_at	---	71.2	76.77	70.07	74.37
208289_s_at	PIG8	188.37	210.13	182.77	176.47
201701_s_at	PGRMC2	41.7	55.9	40	43.07
207507_s_at	ATP5G3	1296.47	1201.73	1182.97	1224.6
201391_at	TRAP1	272.7	292.13	266.67	207.17
201140_s_at	RAB5C	450.7	398.9	394.33	316.37
210406_s_at	RAB6C	291.47	292.93	228.17	274.77
201748_s_at	SAFB	272.1	269.2	314	280.27
221479_s_at	BNIP3L	140.4	146.93	149	154.13
200880_at	DNAJA1	550.43	473.23	453.73	637.53
200850_s_at	AHCYL1	574.47	568.63	526.3	576.4
208683_at	CAPN2	1254.1	1387.3	1326.2	1356.6
201323_at	EBNA1BP2	131.03	151.5	112.9	153.27
217792_at	SNX5	174.13	191.67	193.67	238.37
200988_s_at	PSME3	117.07	136.73	105.27	117.03
200918_s_at	SRPR	385.83	392.53	466.6	472.57
208724_s_at	RAB1A	976.3	1061.1	819.1	998.5
211503_s_at	RAB14	324.6	290	282.1	285.5
200762_at	DPYSL2	581.53	575.4	520.9	549.33
220924_s_at	SLC38A2	1032.47	1145.73	1061.4	1292.43
200867_at	ZNF313	123.37	128.83	137.7	149.23
201117_s_at	CPE	169.7	184.73	131.2	159.7
208132_x_at	BAT2	276.4	300.07	324.53	236.4
200972_at	TSPAN-3	1451.73	1440.47	1386.4	1470.1
200992_at	IPO7	574.03	551.8	493.57	519.8
201285_at	MKRN1	343.63	372.37	369.83	389.1
201137_s_at	HLA-DPB1	188.53	194.73	202.37	167.4
200950_at	ARPC1A	600.33	651.03	752.87	555.07
201260_s_at	SYPL	150.8	165.1	123.83	156.57
217730_at	PP1201	63.53	75.27	89.73	61.03
201178_at	FBXO7	759.87	805.13	858.7	864.23
208758_at	ATIC	684	709.47	721.3	629.33
208717_at	OXA1L	394.4	354.2	421.73	431.33
201286_at	SDC1	44.13	44.03	46.9	49.6
200843_s_at	EPRS	316.03	340.7	286.57	301.43
208969_at	NDUFA9	380.53	464.2	370.6	551.83
214740_at	POLR2J2	40	40	40	40
201406_at	RPL36A	4273.5	4547.77	4803.63	4287
200743_s_at	CLN2	372.93	399.73	367.8	395.3
201267_s_at	PSMC3	609.8	523.57	630	435.87
201241_at	DDX1	910.53	1005.77	999.3	1066.83
200955_at	IMMT	444.5	504.07	478.93	512.23
210835_s_at	CTBP2	869.03	727.83	547.53	668.6
202740_at	ACY1	104.6	87.43	88.6	97.1
40850_at	FKBP8	218.83	122.77	204.3	158
212032_s_at	PTOV1	1125.87	1042.97	1279.2	836.9
201380_at	CRTAP	166.53	191.03	185.13	141.7
200931_s_at	VCL	730.9	854.07	763.93	838.63
201356_at	SF3A1	723.4	755.93	913.7	872.3
201141_at	GPNMB	44.07	42.93	44.67	45.07
201459_at	RUVBL2	455.23	495.57	505	467.77
201005_at	CD9	312.77	329.7	298.43	322.27
200997_at	RBM4	451.83	458.83	434.1	565.13
201329_s_at	ETS2	45.87	40.4	57.2	52.57
210125_s_at	BANF1	964.3	921.37	1072.67	990.4
208916_at	SLC1A5	168.97	153.83	205	120.83
214864_s_at	GRHPR	292.43	319.17	327.2	269.23
200713_s_at	MAPRE1	1154.17	1172.77	1263.13	1484.63
201145_at	HAX1	496.23	546.93	498.07	441.3
217934_x_at	STUB1	488.3	507.87	495.2	457.07
201118_at	PGD	481.53	478.13	523.1	441.4
201018_at	---	584.23	558.17	536.97	712.17
206861_s_at	CGGBP1	271.9	260.37	291.43	274.87
210395_x_at	MYL4	47.93	47.57	52.07	47.7
208678_at	ATP6V1E1	576.13	576	613	651.43
208374_s_at	CAPZA1	550.83	594.17	438.33	649.97
201520_s_at	GRSF1	291.07	351.8	348.57	342.17
201991_s_at	KIF5B	587.5	659.37	530.93	613.6
201069_at	MMP2	72.33	66.37	71.47	59.8
208925_at	C3orf4	189.87	176.93	143.07	205.93
212377_s_at	NOTCH2	223.67	226.9	165.33	177.03
201533_at	CTNNB1	466.17	381.43	546.07	455.57
208937_s_at	ID1	247.07	233.97	182.53	172.9
200697_at	HK1	368.9	369.87	328.83	303.27
204099_at	SMARCD3	84.53	86.1	77.6	75.6
201625_s_at	INSIG1	94.23	78.83	98.87	75.83
201229_s_at	ARIH2	149.83	149.17	133.87	134.47
201222_s_at	RAD23B	414.47	363.97	356.4	359.93
208726_s_at	EIF2S2	787.73	1036.53	851.23	1177.2
201102_s_at	PFKL	228.83	180.73	238.83	157.2
202779_s_at	E2-EPF	2451.2	2142.83	2730.8	1584.37
217801_at	ATP5E	1696.3	1473.63	1392.67	1627.83
200893_at	SFRS10	1058.8	1155.63	980.3	1351.5
201443_s_at	ATP6IP2	658.17	633.3	465.73	623.37
201455_s_at	NPEPPS	272.93	292.73	301.07	370.37
202673_at	DPM1	436.8	489.9	409.53	570.97
201312_s_at	SH3BGRL	190.43	204	152.37	212.87
202107_s_at	MCM2	885.2	858	985.5	976.1
220755_s_at	C6orf48	982.03	988.17	1028.37	910.3
201314_at	STK25	145.93	133.4	148.43	105.03
202016_at	MEST	40	40	40	40
201037_at	PFKP	323.1	309.13	339.8	304.17
217759_at	TRIM44	421.63	480.8	385.6	514.13
208694_at	PRKDC	236.67	249.03	226.67	262.07
201422_at	IFI30	95.23	96.67	79.87	70.9
201121_s_at	PGRMC1	716.47	703.73	599.5	711
201232_s_at	PSMD13	253.23	293.77	330	265.07
200945_s_at	KIAA0905	329.2	294.17	280.87	326.53
219371_s_at	KLF2	43.67	53.13	49.1	54
201138_s_at	SSB	182.9	185.5	185.57	181.03
201078_at	TM9SF2	521.97	506.1	530.23	502.97
217751_at	LOC51064	180.6	185.33	164.7	144.57
200882_s_at	PSMD4	641.47	656.73	655.07	619
201944_at	HEXB	569.33	659.43	624.43	635
202090_s_at	UQCR	807.33	766.37	698.67	619.03
200982_s_at	ANXA6	129.3	118.4	134	85.27
201216_at	C12orf8	519.6	595.13	535.53	457.3
201565_s_at	ID2	647	581.5	391.83	288.73
201242_s_at	ATP1B1	557.8	546.53	420.6	514.5
208709_s_at	NRD1	324.4	317.27	287.8	296.23
208813_at	GOT1	177.87	186.13	197.7	177.33
201095_at	DAP	208.1	175.83	230.53	190.27
206491_s_at	NAPA	245.8	198.33	217.77	185.5
210574_s_at	NUDC	481.23	475.63	537.67	442.73
201052_s_at	PSMF1	204.5	196.77	177.63	208.97
210371_s_at	RBBP4	477.63	471.3	435.2	543.37
201584_s_at	DDX39	370.8	352.27	343.23	297.53
221972_s_at	Cab45	141.73	114.1	116.3	112.9
221488_s_at	LOC51596	1524.67	1792.33	1692.73	1754.77
201099_at	---	1260.53	1457.8	1324.6	1597.7
201862_s_at	LRRFIP1	201.93	171.4	153.7	164.17
213400_s_at	TBL1X	231.8	209.17	187.2	266.8
202979_s_at	ZF	56.4	57.4	68.83	79.93
208766_s_at	HNRPR	1265.53	1237.43	1179.4	1364.9
201180_s_at	GNAI3	577.1	691.23	597.93	762.13
206592_s_at	AP3D1	488.23	424.9	553.47	449.73
201482_at	QSCN6	137.8	153.5	164.93	92.83
209065_at	UQCRB	41	53.8	40	53.17
201458_s_at	BUB3	648.23	730.33	633.77	817.77
201215_at	PLS3	2148.13	2187.77	2061.63	2289.13
201705_at	PSMD7	340.2	425.13	371.07	454.8
201011_at	RPN1	294.8	283.33	319.37	302.9
201414_s_at	NAP1L4	217.5	229.23	262.73	210.2
201068_s_at	PSMC2	968.1	924.4	786.73	1095.1
208771_s_at	LTA4H	579.53	667	639.7	642.4
217963_s_at	NGFRAP1	3117.23	2949.2	2873.1	2887.13
220892_s_at	PSA	269.53	231.7	302.97	211.73
200919_at	PHC2	259.87	274.9	322.6	256.53
200980_s_at	PDHA1	536.53	545.33	556.43	482.23
208775_at	XPO1	962.77	965.67	731.13	906.67
208864_s_at	TXN	843.8	881.8	755.67	857.67
201415_at	GSS	206.27	190.23	186.17	166.17
201064_s_at	PABPC4	382.93	386.8	418.53	415.9
201274_at	PSMA5	451.63	492.27	455.37	606.47
212181_s_at	NUDT4	182.57	193.93	162.53	194.87
201124_at	ITGB5	55.63	50.63	66.93	52.37
201189_s_at	ITPR3	159.43	136	166.83	127.03
202336_s_at	PAM	480.2	445.1	424.87	533.5
206050_s_at	RNH	437.23	376.77	508.17	315.03
201040_at	GNAI2	223.2	136.33	154.43	136.67
201845_s_at	RYBP	142.9	113.93	100.03	171
217746_s_at	PDCD6IP	387.3	356.33	406.7	406.73
217794_at	DKFZP564J157	285.7	300.93	279.47	285.77
201313_at	ENO2	213.53	169.03	213.7	159.6
200940_s_at	RERE	281.03	252.63	286.5	220.97
201185_at	PRSS11	246.73	233.33	248.27	199.17
200814_at	PSME1	432.2	391.43	445.53	423.17
212455_at	KIAA1966	469.57	496.37	477.5	555.37
204992_s_at	PFN2	896.2	964.47	853.93	1019.23
201877_s_at	PPP2R5C	157.27	169.7	131.97	140.43
220525_s_at	AUP1	177.13	195.23	172.47	149.83
200771_at	LAMC1	494.53	526.4	558.67	558.3
200947_s_at	GLUD1	224.5	209.6	244.83	261.7
215416_s_at	STOML2	425.13	455.07	421.17	406.2
201198_s_at	PSMD1	411.27	395.03	425.47	361.33
212751_at	UBE2N	221.57	235.3	236.73	263.1
201193_at	IDH1	230.47	252.83	197.17	187.73
201698_s_at	SFRS9	927.23	986.97	1068	1096.87
201201_at	CSTB	737.93	644.97	655.83	601.43
201925_s_at	DAF	79.67	114.37	70.6	108.8
201004_at	SSR4	1014.8	964.03	1236.7	858.97
208961_s_at	COPEB	88.1	87.4	99.53	113.37
200752_s_at	CAPN1	195.47	140.57	156.9	121.17
201710_at	MYBL2	510.73	516.4	805.63	622.1
201358_s_at	COPB	934.2	1022.5	808.8	1014.67
201667_at	GJA1	176.1	198.93	159.87	163.83
200953_s_at	CCND2	220.97	196.27	246.47	233.1
201432_at	CAT	297.53	350.17	244.53	291.87
201227_s_at	NDUFB8	689.43	778.7	710.43	702.2
201518_at	CBX1	707.47	751.67	607.97	661.83
202391_at	BASP1	1917.3	2034.8	1864.03	1887.63
217781_s_at	ZFP106	153.43	162.97	157.27	130.13
201754_at	COX6C	1509.17	1524.8	1547.9	1592.53
201317_s_at	PSMA2	899.67	909.67	714.9	760.73
200975_at	PPT1	485.57	492.37	458.73	506.9
200957_s_at	SSRP1	575.2	610.7	612.8	540.7
207563_s_at	OGT	111.83	85.83	136.63	84.3
217785_s_at	YKT6	93.23	86.37	90.33	74.07
202141_s_at	COP9	566.2	572.67	484.07	629.4
209753_s_at	TMPO	146.07	133.17	165.23	126.63
201207_at	TNFAIP1	292.77	271.1	347.2	372.53
201900_s_at	AKR1A1	272.57	280.63	261.27	251.17
220147_s_at	TERA	551.47	590.6	606.73	730.67
201034_at	ADD3	688.33	788.57	580.87	649.83
201341_at	ENC1	198.77	177.87	221.77	151.07
210731_s_at	LGALS8	45.57	46.6	72.83	52
201425_at	ALDH2	419.5	390.37	392.83	381.97
212080_at	---	226.57	207.07	231.43	304.5
212481_s_at	TPM4	299.6	255.5	321.4	246.7
217778_at	SLC39A1	96.57	101.9	89.6	74.07
201157_s_at	NMT1	380.4	384.9	394.03	402.33
201142_at	EIF2S1	253.83	261.57	267.23	334.63
201000_at	AARS	458.87	424.87	490.83	406.3
