	chrom	start	end	gid	gname	tid	strand	biotype	byname.uniq	bygid.uniq
55383	chr2R	10831963	10850451	FBgn0261854	aPKC	FBtr0303434	-	protein_coding	TRUE	TRUE
37123	chr3L	1196321	1199339	FBgn0040281	Aplip1	FBtr0072626	+	protein_coding	TRUE	TRUE
101569	chr3L	12199338	12259941	FBgn0260941	app	FBtr0301056	-	protein_coding	TRUE	TRUE
171017	chr3L	11091512	11093678	FBgn0261112	APP-BP1	FBtr0076208	+	protein_coding	TRUE	TRUE
32179	chrX	424503	473077	FBgn0000108	Appl	FBtr0307294	+	protein_coding	TRUE	TRUE
67160	chr3L	1883892	1884885	FBgn0000109	Aprt	FBtr0089420	-	protein_coding	TRUE	TRUE
11461	chr3L	10887876	10892223	FBgn0036111	Aps	FBtr0076250	-	protein_coding	TRUE	TRUE
93026	chr2R	19452377	19487049	FBgn0015903	apt	FBtr0072068	+	protein_coding	TRUE	TRUE
182144	chr2R	9099910	9102001	FBgn0033807	AQP	FBtr0300286	-	protein_coding	TRUE	TRUE
163250	chr3R	24563110	24570485	FBgn0039595	AR-2	FBtr0308641	-	protein_coding	TRUE	TRUE
70738	chr3L	12573772	12589118	FBgn0015904	ara	FBtr0300551	+	protein_coding	TRUE	TRUE
71459	chr3R	26271357	26281589	FBgn0028646	aralar1	FBtr0085692	-	protein_coding	TRUE	TRUE
127342	chr2R	10245432	10247799	FBgn0033926	Arc1	FBtr0087560	-	protein_coding	TRUE	TRUE
135045	chr2R	10249449	10250330	FBgn0033928	Arc2	FBtr0087547	+	protein_coding	TRUE	TRUE
89416	chr3R	15703470	15705034	FBgn0038742	Arc42	FBtr0083817	+	protein_coding	TRUE	TRUE
161944	chr2L	6125132	6125911	FBgn0031781	Arc-p20	FBtr0079200	+	protein_coding	TRUE	TRUE
6166	chr2L	20417061	20423027	FBgn0032859	Arc-p34	FBtr0081358	+	protein_coding	TRUE	TRUE
116080	chr2L	12175004	12312311	FBgn0000114	aret	FBtr0331998	+	protein_coding	TRUE	TRUE
22246	chr4	1144793	1145951	FBgn0013749	Arf102F	FBtr0089192	+	protein_coding	TRUE	TRUE
168667	chr2R	11209979	11212399	FBgn0013750	Arf51F	FBtr0087377	+	protein_coding	TRUE	TRUE
28830	chr3L	15976235	15977462	FBgn0000115	Arf72A	FBtr0075517	+	protein_coding	TRUE	TRUE
50977	chr3L	22861608	22865331	FBgn0010348	Arf79F	FBtr0299907	-	protein_coding	TRUE	TRUE
140202	chr3R	4166822	4167594	FBgn0004908	Arf84F	FBtr0081838	+	protein_coding	TRUE	TRUE
78146	chr3L	22707413	22710677	FBgn0037182	ArfGAP3	FBtr0078539	-	protein_coding	TRUE	TRUE
184501	chrX	403451	422061	FBgn0023535	arg	FBtr0070088	+	protein_coding	TRUE	TRUE
135966	chr3L	9041980	9059127	FBgn0000116	Argk	FBtr0112791	-	protein_coding	TRUE	TRUE
10538	chrX	18024425	18031718	FBgn0017418	ari-1	FBtr0306057	-	protein_coding	TRUE	TRUE
62703	chr2R	18100346	18104769	FBgn0025186	ari-2	FBtr0071774	+	protein_coding	TRUE	TRUE
147966	chr2R	12907549	12914208	FBgn0263864	Ark	FBtr0086968	+	protein_coding	TRUE	TRUE
50866	chrX	1785434	1794679	FBgn0000117	arm	FBtr0089992	-	protein_coding	TRUE	TRUE
25239	chr3L	3461315	3466303	FBgn0041164	armi	FBtr0100641	+	protein_coding	TRUE	TRUE
12137	chrX	19538561	19540079	FBgn0031050	Arp11	FBtr0074760	-	protein_coding	TRUE	TRUE
150112	chrX	16442323	16447984	FBgn0011742	Arp14D	FBtr0112868	-	protein_coding	TRUE	TRUE
142184	chr3R	14011241	14013597	FBgn0038576	Arp5	FBtr0083557	+	protein_coding	TRUE	TRUE
41472	chr2R	12661811	12663179	FBgn0011743	Arp53D	FBtr0087023	+	protein_coding	TRUE	TRUE
25990	chr3L	8106507	8109002	FBgn0262716	Arp66B	FBtr0076737	-	protein_coding	TRUE	TRUE
45309	chrX	17752412	17754833	FBgn0030877	Arp8	FBtr0074544	-	protein_coding	TRUE	TRUE
21285	chr3R	8517458	8519954	FBgn0011745	Arp87C	FBtr0082652	+	protein_coding	TRUE	TRUE
154653	chr3R	11660370	11661434	FBgn0038369	Arpc3A	FBtr0300570	+	protein_coding	TRUE	TRUE
52231	chrX	16998604	16999885	FBgn0065032	Arpc3B	FBtr0074410	-	protein_coding	TRUE	TRUE
97698	chr2R	9341159	9370723	FBgn0000119	arr	FBtr0087702	-	protein_coding	TRUE	TRUE
127174	chr2L	18078269	18081187	FBgn0000120	Arr1	FBtr0307350	+	protein_coding	TRUE	TRUE
19375	chr3L	8640361	8642036	FBgn0000121	Arr2	FBtr0076599	-	protein_coding	TRUE	TRUE
107737	chr2R	1968333	1973128	FBgn0033062	Ars2	FBtr0310665	-	protein_coding	TRUE	TRUE
123742	chr3R	6612203	6613946	FBgn0037834	Art1	FBtr0082304	-	protein_coding	TRUE	TRUE
57685	chr2L	4277696	4279315	FBgn0031592	Art2	FBtr0077476	-	protein_coding	TRUE	TRUE
120605	chr3R	11053327	11055161	FBgn0038306	Art3	FBtr0083135	-	protein_coding	TRUE	TRUE
160538	chr3R	5808538	5811782	FBgn0037770	Art4	FBtr0333687	-	protein_coding	TRUE	TRUE
180298	chr3R	9770376	9771534	FBgn0038189	Art6	FBtr0082878	-	protein_coding	TRUE	TRUE
14861	chr2R	18964211	18966599	FBgn0034817	Art7	FBtr0114564	-	protein_coding	TRUE	TRUE
34263	chr2L	11009821	11011085	FBgn0032329	Art8	FBtr0080162	-	protein_coding	TRUE	TRUE
55540	chr3R	9767271	9769124	FBgn0038188	Art9	FBtr0082879	-	protein_coding	TRUE	TRUE
152389	chr2L	861849	868352	FBgn0029095	aru	FBtr0078031	-	protein_coding	TRUE	TRUE
87146	chr3LHet	41054	42485	FBgn0058064	ARY	FBtr0301807	+	protein_coding	TRUE	TRUE
22169	chr2R	4001791	4010356	FBgn0050372	Asap1	FBtr0300954	-	protein_coding	TRUE	TRUE
184984	chr4	490035	506659	FBgn0039908	Asator	FBtr0332906	-	protein_coding	TRUE	TRUE
136935	chrX	354533	357209	FBgn0000137	ase	FBtr0070075	+	protein_coding	TRUE	TRUE
96691	chr3L	19611994	19613498	FBgn0029094	asf1	FBtr0074947	+	protein_coding	TRUE	TRUE
141908	chr3L	19583873	19591855	FBgn0005386	ash1	FBtr0306010	-	protein_coding	TRUE	TRUE
116258	chr3R	20475810	20479098	FBgn0000139	ash2	FBtr0084660	+	protein_coding	TRUE	TRUE
77820	chr3R	1428958	1432265	FBgn0261004	asl	FBtr0078743	-	protein_coding	TRUE	TRUE
23758	chr3R	20579625	20586235	FBgn0000140	asp	FBtr0084692	+	protein_coding	TRUE	TRUE
28251	chr3L	21166218	21168073	FBgn0041607	asparagine-synthetase	FBtr0089463	+	protein_coding	TRUE	TRUE
29015	chr2R	11997990	12004501	FBgn0034075	Asph	FBtr0310447	+	protein_coding	TRUE	TRUE
60909	chr2R	17105361	17138655	FBgn0034606	ASPP	FBtr0330232	-	protein_coding	TRUE	TRUE
159190	chr2R	18773921	18775101	FBgn0034793	asrij	FBtr0071902	+	protein_coding	TRUE	TRUE
152592	chr2L	1077948	1080803	FBgn0015905	ast	FBtr0077952	+	protein_coding	TRUE	TRUE
71515	chr3R	20586252	20590780	FBgn0015591	Ast	FBtr0084744	-	protein_coding	TRUE	TRUE
128823	chr2L	11076165	11081402	FBgn0032336	Ast-C	FBtr0080234	-	protein_coding	TRUE	TRUE
21127	chr2L	11083459	11085243	FBgn0032337	Ast-CC	FBtr0114455	-	protein_coding	TRUE	TRUE
96090	chr3R	12089981	12092613	FBgn0020407	asun	FBtr0083259	+	protein_coding	TRUE	TRUE
130679	chr2R	10391463	10399998	FBgn0261823	Asx	FBtr0332930	+	protein_coding	TRUE	TRUE
106954	chr2L	6959099	6960285	FBgn0031876	Atac1	FBtr0079362	-	protein_coding	TRUE	TRUE
78431	chr2L	18609572	18612242	FBgn0032691	Atac2	FBtr0081079	-	protein_coding	TRUE	TRUE
39403	chr3L	324985	327992	FBgn0052343	Atac3	FBtr0309236	-	protein_coding	TRUE	TRUE
60673	chrXHet	84843	87149	FBgn0039946	ATbp	FBtr0301978	+	protein_coding	TRUE	TRUE
189749	chr2R	16141297	16144886	FBgn0025720	Ate1	FBtr0086319	-	protein_coding	TRUE	TRUE
154546	chr2L	4333926	4345776	FBgn0020762	Atet	FBtr0112899	+	protein_coding	TRUE	TRUE
89073	chr2R	20757590	20767811	FBgn0050420	Atf-2	FBtr0072381	+	protein_coding	TRUE	TRUE
170692	chrX	1136773	1168682	FBgn0028550	Atf3	FBtr0070244	-	protein_coding	TRUE	TRUE
143796	chr2R	1032238	1042261	FBgn0033010	Atf6	FBtr0086079	+	protein_coding	TRUE	TRUE
122956	chr3L	12777529	12798216	FBgn0260945	Atg1	FBtr0075945	-	protein_coding	TRUE	TRUE
33251	chr3L	12130067	12130659	FBgn0036255	Atg12	FBtr0300011	+	protein_coding	TRUE	TRUE
64163	chr3R	4175524	4178539	FBgn0261108	Atg13	FBtr0081843	+	protein_coding	TRUE	TRUE
133257	chr3L	8180095	8184065	FBgn0035850	Atg18	FBtr0076693	+	protein_coding	TRUE	TRUE
144778	chr3L	2774338	2780677	FBgn0044452	Atg2	FBtr0072970	+	protein_coding	TRUE	TRUE
77243	chr2L	1080911	1083378	FBgn0031298	Atg4	FBtr0332569	+	protein_coding	TRUE	TRUE
40460	chrX	7208655	7217798	FBgn0029943	Atg5	FBtr0071065	-	protein_coding	TRUE	TRUE
171134	chr3R	19874902	19876735	FBgn0264325	Atg6	FBtr0084590	-	protein_coding	TRUE	TRUE
149863	chr2R	14507971	14512553	FBgn0034366	Atg7	FBtr0086711	-	protein_coding	TRUE	TRUE
170498	chrX	10658911	10662368	FBgn0052672	Atg8a	FBtr0071498	-	protein_coding	TRUE	TRUE
112409	chr3R	13550146	13550766	FBgn0038539	Atg8b	FBtr0083533	-	protein_coding	TRUE	TRUE
32280	chr2R	12181903	12184737	FBgn0034110	Atg9	FBtr0087141	+	protein_coding	TRUE	TRUE
180976	chr2L	12175451	12177886	FBgn0032422	atilla	FBtr0273342	-	protein_coding	TRUE	TRUE
150569	chr3R	20451397	20460436	FBgn0039213	atl	FBtr0084656	+	protein_coding	TRUE	TRUE
63132	chr3R	601323	603213	FBgn0010750	atms	FBtr0078868	+	protein_coding	TRUE	TRUE
62925	chr3R	4103514	4104996	FBgn0010433	ato	FBtr0081828	+	protein_coding	TRUE	TRUE
180570	chr3L	21634095	21635699	FBgn0052446	Atox1	FBtr0078426	+	protein_coding	TRUE	TRUE
30891	chrX	11749066	11757861	FBgn0030343	ATP7	FBtr0273257	+	protein_coding	TRUE	TRUE
101935	chr3R	16774436	16801961	FBgn0002921	Atpalpha	FBtr0333324	+	protein_coding	TRUE	TRUE
155584	chr2R	11879931	11888765	FBgn0020236	ATPCL	FBtr0300597	-	protein_coding	TRUE	TRUE
31274	chr3L	9723099	9724324	FBgn0019644	ATPsyn-b	FBtr0076405	+	protein_coding	TRUE	TRUE
2105	chr4	1052110	1055183	FBgn0010217	ATPsyn-beta	FBtr0333672	+	protein_coding	TRUE	TRUE
162969	chr3R	19180942	19181786	FBgn0016119	ATPsyn-Cf6	FBtr0333777	-	protein_coding	TRUE	TRUE
64078	chr3R	14920709	14921790	FBgn0016120	ATPsyn-d	FBtr0083727	+	protein_coding	TRUE	TRUE
97045	chr3R	25573437	25574885	FBgn0020235	ATPsyn-gamma	FBtr0085540	-	protein_coding	TRUE	TRUE
176522	chr2R	10634876	10635699	FBgn0012042	AttA	FBtr0087437	+	protein_coding	TRUE	TRUE
109187	chr2R	10636740	10637670	FBgn0041581	AttB	FBtr0300942	+	protein_coding	TRUE	TRUE
116609	chr2R	9281210	9282172	FBgn0041579	AttC	FBtr0305795	+	protein_coding	TRUE	TRUE
105564	chr3R	13450990	13451808	FBgn0038530	AttD	FBtr0083470	+	protein_coding	TRUE	TRUE
40764	chr3R	16378111	16383403	FBgn0067783	att-ORFA	FBtr0089480	-	protein_coding	TRUE	TRUE
144553	chr3R	16378356	16380131	FBgn0067782	att-ORFB	FBtr0090034	-	protein_coding	TRUE	TRUE
53066	chr3R	1439080	1441661	FBgn0019637	Atu	FBtr0078704	+	protein_coding	TRUE	TRUE
59207	chrX	6717237	6718236	FBgn0029907	Atx-1	FBtr0299814	+	protein_coding	TRUE	TRUE
107600	chr3R	11235173	11242999	FBgn0041188	Atx2	FBtr0083100	+	protein_coding	TRUE	TRUE
104695	chr2L	10997819	11001489	FBgn0000146	aub	FBtr0080165	-	protein_coding	TRUE	TRUE
45356	chr3R	7788852	7790550	FBgn0000147	aur	FBtr0082483	+	protein_coding	TRUE	TRUE
75580	chr2L	9250088	9251042	FBgn0032104	aust	FBtr0079819	-	protein_coding	TRUE	TRUE
76327	chr3L	18741787	18743583	FBgn0036813	Aut1	FBtr0075055	+	protein_coding	TRUE	TRUE
29847	chr3R	37505	53244	FBgn0037218	aux	FBtr0078965	+	protein_coding	TRUE	TRUE
6300	chr2R	10640031	10640774	FBgn0050476	ave	FBtr0087439	+	protein_coding	TRUE	TRUE
32041	chrX	12522403	12523631	FBgn0030410	Aven	FBtr0073709	-	protein_coding	TRUE	TRUE
167268	chr3R	27570894	27571706	FBgn0000150	awd	FBtr0085864	-	protein_coding	TRUE	TRUE
21237	chr3L	3846206	3861692	FBgn0013751	Awh	FBtr0073156	+	protein_coding	TRUE	TRUE
72721	chr3R	25848566	25861033	FBgn0026597	Axn	FBtr0290030	+	protein_coding	TRUE	TRUE
2354	chr3L	4629604	4687317	FBgn0262870	axo	FBtr0333592	-	protein_coding	TRUE	TRUE
85448	chrX	16574122	16577928	FBgn0000152	Axs	FBtr0074372	-	protein_coding	TRUE	TRUE
179157	chr2L	2365345	2370137	FBgn0261647	Axud1	FBtr0077763	+	protein_coding	TRUE	TRUE
164743	chr2R	3398116	3400229	FBgn0025185	az2	FBtr0088980	-	protein_coding	TRUE	TRUE
163931	chr2L	13821248	13823979	FBgn0000153	b	FBtr0309960	+	protein_coding	TRUE	TRUE
69777	chr2L	13500624	13549328	FBgn0023407	B4	FBtr0332509	-	protein_coding	TRUE	TRUE
113474	chr3R	9487022	9492613	FBgn0004587	B52	FBtr0300586	+	protein_coding	TRUE	TRUE
101242	chrX	1580657	1584220	FBgn0024897	b6	FBtr0070272	+	protein_coding	TRUE	TRUE
17933	chr3L	1036369	1101089	FBgn0004870	bab1	FBtr0333270	-	protein_coding	TRUE	TRUE
41958	chr3L	1140429	1177276	FBgn0025525	bab2	FBtr0333271	-	protein_coding	TRUE	TRUE
177564	chr2R	4839846	4850301	FBgn0011300	babo	FBtr0088658	+	protein_coding	TRUE	TRUE
131308	chr2R	18281567	18289561	FBgn0034724	babos	FBtr0071845	-	protein_coding	TRUE	TRUE
50458	chr2L	8495108	8496307	FBgn0032049	Bace	FBtr0079701	-	protein_coding	TRUE	TRUE
166965	chr2L	8029462	8030565	FBgn0031977	baf	FBtr0333095	+	protein_coding	TRUE	TRUE
130041	chr3R	20865097	20866172	FBgn0045866	bai	FBtr0084758	+	protein_coding	TRUE	TRUE
168599	chr3L	16641616	16654715	FBgn0260960	Baldspot	FBtr0075355	-	protein_coding	TRUE	TRUE
70190	chr3R	22690327	22692529	FBgn0027889	ball	FBtr0085095	-	protein_coding	TRUE	TRUE
134805	chr3R	21068761	21070884	FBgn0000158	bam	FBtr0084869	-	protein_coding	TRUE	TRUE
61009	chr3R	17214605	17216171	FBgn0004862	bap	FBtr0084087	+	protein_coding	TRUE	TRUE
185471	chrX	19625036	19628620	FBgn0010380	Bap	FBtr0074789	+	protein_coding	TRUE	TRUE
48566	chr2R	2524021	2529863	FBgn0042085	Bap170	FBtr0309856	+	protein_coding	TRUE	TRUE
166548	chr2R	13316858	13318465	FBgn0025716	Bap55	FBtr0086960	-	protein_coding	TRUE	TRUE
147231	chrX	13051478	13053611	FBgn0025463	Bap60	FBtr0073741	-	protein_coding	TRUE	TRUE
179971	chr3L	21413488	21426234	FBgn0037081	barc	FBtr0078400	-	protein_coding	TRUE	TRUE
87274	chr2L	20058163	20060975	FBgn0014127	barr	FBtr0081349	-	protein_coding	TRUE	TRUE
117195	chrX	17054062	17089350	FBgn0000163	baz	FBtr0074388	+	protein_coding	TRUE	TRUE
28702	chr2R	9374139	9382367	FBgn0033844	bbc	FBtr0305993	-	protein_coding	TRUE	TRUE
186538	chr3L	14406091	14529376	FBgn0087007	bbg	FBtr0273422	-	protein_coding	TRUE	TRUE
55598	chr3L	7119005	7121219	FBgn0035741	BBS1	FBtr0076912	+	protein_coding	TRUE	TRUE
23730	chr2R	7023433	7026766	FBgn0033578	BBS4	FBtr0088202	+	protein_coding	TRUE	TRUE
74437	chr2L	423417	425321	FBgn0031255	BBS8	FBtr0078058	+	protein_coding	TRUE	TRUE
71575	chrX	21234055	21244175	FBgn0024251	bbx	FBtr0100598	+	protein_coding	TRUE	TRUE
94678	chr3L	5558331	5559867	FBgn0040239	bc10	FBtr0077084	+	protein_coding	TRUE	TRUE
161375	chr3R	2581564	2585199	FBgn0000166	bcd	FBtr0081666	-	protein_coding	TRUE	TRUE
70910	chr2L	5907169	5922776	FBgn0043362	bchs	FBtr0079144	+	protein_coding	TRUE	TRUE
115838	chrX	9250667	9252627	FBgn0026149	BCL7-like	FBtr0071358	+	protein_coding	TRUE	TRUE
122442	chrX	2042496	2043680	FBgn0013432	bcn92	FBtr0070431	-	protein_coding	TRUE	TRUE
8428	chr2R	11810545	11819434	FBgn0034049	bdg	FBtr0087298	-	protein_coding	TRUE	TRUE
114568	chrX	14918467	14936093	FBgn0052594	be	FBtr0073956	+	protein_coding	TRUE	TRUE
99581	chr2R	10657939	10660135	FBgn0015602	BEAF-32	FBtr0087441	+	protein_coding	TRUE	TRUE
38354	chr2L	16049995	16081688	FBgn0013433	beat-Ia	FBtr0080806	+	protein_coding	TRUE	TRUE
153692	chr2L	15905134	15962432	FBgn0028645	beat-Ib	FBtr0080808	-	protein_coding	TRUE	TRUE
36370	chr2L	16000537	16040407	FBgn0028644	beat-Ic	FBtr0080801	+	protein_coding	TRUE	TRUE
145980	chr3R	13145721	13191839	FBgn0038498	beat-IIa	FBtr0083453	-	protein_coding	TRUE	TRUE
106695	chr3R	13057975	13073598	FBgn0038494	beat-IIb	FBtr0300610	-	protein_coding	TRUE	TRUE
132991	chr2L	17133618	17170519	FBgn0032627	beat-IIIa	FBtr0303301	+	protein_coding	TRUE	TRUE
121054	chr2L	16973091	16993984	FBgn0053179	beat-IIIb	FBtr0329973	+	protein_coding	TRUE	TRUE
58555	chr2L	17189810	17260732	FBgn0032629	beat-IIIc	FBtr0080971	-	protein_coding	TRUE	TRUE
59508	chr3R	19383134	19405799	FBgn0039089	beat-IV	FBtr0332427	+	protein_coding	TRUE	TRUE
102377	chr3R	8667040	8674141	FBgn0038087	beat-Va	FBtr0082688	-	protein_coding	TRUE	TRUE
1219	chr3R	8741844	8760535	FBgn0038092	beat-Vb	FBtr0082684	+	protein_coding	TRUE	TRUE
67385	chr3R	8571758	8603874	FBgn0038084	beat-Vc	FBtr0082658	-	protein_coding	TRUE	TRUE
69019	chr3R	24243930	24300536	FBgn0039584	beat-VI	FBtr0333336	+	protein_coding	TRUE	TRUE
133064	chr3R	22474371	22507688	FBgn0250908	beat-VII	FBtr0290328	-	protein_coding	TRUE	TRUE
15499	chr3L	17028768	17029965	FBgn0036691	beg	FBtr0075278	+	protein_coding	TRUE	TRUE
164955	chr3R	4481309	4486483	FBgn0263231	bel	FBtr0081888	-	protein_coding	TRUE	TRUE
76722	chr2L	2988116	2990075	FBgn0025109	Bem46	FBtr0077643	+	protein_coding	TRUE	TRUE
15132	chrX	13890387	13893838	FBgn0000173	ben	FBtr0073855	+	protein_coding	TRUE	TRUE
174387	chr3R	5987186	5996207	FBgn0040238	Best1	FBtr0306023	-	protein_coding	TRUE	TRUE
55654	chr3L	6239033	6249765	FBgn0035696	Best2	FBtr0077010	-	protein_coding	TRUE	TRUE
142329	chr3L	15294015	15295885	FBgn0036492	Best3	FBtr0075618	-	protein_coding	TRUE	TRUE
6197	chr3L	15292058	15294042	FBgn0036491	Best4	FBtr0113172	+	protein_coding	TRUE	TRUE
56208	chr3L	19254494	19255355	FBgn0260857	Bet1	FBtr0074990	+	protein_coding	TRUE	TRUE
101870	chr3L	9431582	9435367	FBgn0260859	Bet3	FBtr0089879	-	protein_coding	TRUE	TRUE
22341	chr3R	26006004	26006743	FBgn0260860	Bet5	FBtr0085570	+	protein_coding	TRUE	TRUE
100201	chr2R	4513686	4515116	FBgn0033315	beta3GalTII	FBtr0088728	-	protein_coding	TRUE	TRUE
140362	chr2R	10146537	10148655	FBgn0027538	beta4GalNAcTA	FBtr0087539	+	protein_coding	TRUE	TRUE
66734	chr3R	24858382	24859730	FBgn0039625	beta4GalNAcTB	FBtr0085419	-	protein_coding	TRUE	TRUE
65407	chr3R	20848995	20850205	FBgn0039258	beta4GalT7	FBtr0084755	+	protein_coding	TRUE	TRUE
164920	chrX	18275580	18279228	FBgn0008635	betaCop	FBtr0074576	-	protein_coding	TRUE	TRUE
28246	chr2L	13378897	13382382	FBgn0025724	beta'Cop	FBtr0080469	+	protein_coding	TRUE	TRUE
54998	chr2L	4945598	4948324	FBgn0015000	betaggt-I	FBtr0078991	+	protein_coding	TRUE	TRUE
76632	chr2L	2879112	2880708	FBgn0028970	betaggt-II	FBtr0077631	+	protein_coding	TRUE	TRUE
125891	chr2L	21053033	21058044	FBgn0010395	betaInt-nu	FBtr0081461	+	protein_coding	TRUE	TRUE
53826	chrX	14065520	14066657	FBgn0030538	betaNACtes1	FBtr0089267	-	protein_coding	TRUE	TRUE
139241	chrX	14208656	14209616	FBgn0030563	betaNACtes2	FBtr0073919	-	protein_coding	TRUE	TRUE
58978	chrX	14272839	14273859	FBgn0052601	betaNACtes3	FBtr0073914	+	protein_coding	TRUE	TRUE
23926	chrX	14274384	14275449	FBgn0030566	betaNACtes4	FBtr0073915	+	protein_coding	TRUE	TRUE
46319	chrX	14210159	14211183	FBgn0052598	betaNACtes6	FBtr0073918	-	protein_coding	TRUE	TRUE
118748	chrX	17551454	17563270	FBgn0250788	beta-Spec	FBtr0074454	+	protein_coding	TRUE	TRUE
143800	chr2R	7233840	7234641	FBgn0010357	betaTry	FBtr0088122	+	protein_coding	TRUE	TRUE
161357	chr2R	15334824	15339122	FBgn0003887	betaTub56D	FBtr0086536	-	protein_coding	TRUE	TRUE
53813	chr2R	20193405	20200626	FBgn0003888	betaTub60D	FBtr0072270	+	protein_coding	TRUE	TRUE
154348	chr3R	5234105	5236004	FBgn0003889	betaTub85D	FBtr0082046	-	protein_coding	TRUE	TRUE
103129	chr3R	23792730	23814089	FBgn0003890	betaTub97EF	FBtr0300611	-	protein_coding	TRUE	TRUE
190706	chr3R	17860204	17861330	FBgn0038928	BG4	FBtr0084176	+	protein_coding	TRUE	TRUE
109810	chr2L	4641296	4642747	FBgn0083938	BG642163	FBtr0110769	+	protein_coding	TRUE	TRUE
54275	chr3R	21632189	21632683	FBgn0250831	BG642167	FBtr0110770	+	protein_coding	TRUE	TRUE
170973	chr3L	6225569	6226481	FBgn0047334	BG642312	FBtr0302931	-	protein_coding	TRUE	TRUE
44864	chr3L	1639711	1640952	FBgn0013753	Bgb	FBtr0330180	+	protein_coding	TRUE	TRUE
190447	chr2R	19740801	19746314	FBgn0004581	bgcn	FBtr0072232	-	protein_coding	TRUE	TRUE
112418	chr2L	14013747	14019328	FBgn0027348	bgm	FBtr0080590	+	protein_coding	TRUE	TRUE
93691	chrX	17291534	17297312	FBgn0011758	B-H1	FBtr0074430	+	protein_coding	TRUE	TRUE
72292	chrX	17208614	17218195	FBgn0004854	B-H2	FBtr0074429	+	protein_coding	TRUE	TRUE
15686	chr3L	7231642	7233345	FBgn0261111	BHD	FBtr0076834	+	protein_coding	TRUE	TRUE
93295	chrX	4306889	4378485	FBgn0000179	bi	FBtr0331162	+	protein_coding	TRUE	TRUE
116227	chr3L	8300245	8302041	FBgn0035871	BI-1	FBtr0076711	-	protein_coding	TRUE	TRUE
6959	chr2L	9984634	9995538	FBgn0000180	bib	FBtr0079929	+	protein_coding	TRUE	TRUE
126439	chr2R	8757742	8759299	FBgn0000181	bic	FBtr0087782	+	protein_coding	TRUE	TRUE
24764	chr2L	16042032	16048626	FBgn0000182	BicC	FBtr0080803	+	protein_coding	TRUE	TRUE
134954	chr2L	17459605	17473215	FBgn0000183	BicD	FBtr0330225	-	protein_coding	TRUE	TRUE
11131	chrX	11573028	11588774	FBgn0014133	bif	FBtr0073527	+	protein_coding	TRUE	TRUE
190167	chr3R	23113087	23114217	FBgn0039509	bigmax	FBtr0085173	-	protein_coding	TRUE	TRUE
112147	chr3R	20957012	20962431	FBgn0039282	Bili	FBtr0302170	+	protein_coding	TRUE	TRUE
189048	chr3L	6983722	6987544	FBgn0045759	bin	FBtr0076900	+	protein_coding	TRUE	TRUE
36126	chr3R	12011880	12012615	FBgn0024491	Bin1	FBtr0083279	-	protein_coding	TRUE	TRUE
18938	chr2R	2102078	2127321	FBgn0263144	bin3	FBtr0085992	+	protein_coding	TRUE	TRUE
138947	chr3L	8047433	8051813	FBgn0026263	bip1	FBtr0076745	-	protein_coding	TRUE	TRUE
84731	chr4	480508	487450	FBgn0026262	bip2	FBtr0089110	-	protein_coding	TRUE	TRUE
131881	chr3L	5923362	5925873	FBgn0002638	Bj1	FBtr0077074	-	protein_coding	TRUE	TRUE
148923	chr2L	9895281	9896104	FBgn0010520	Bka	FBtr0079874	+	protein_coding	TRUE	TRUE
16257	chr2R	16475010	16494359	FBgn0015907	bl	FBtr0086219	+	protein_coding	TRUE	TRUE
25953	chr3L	5490623	5492058	FBgn0035608	blanks	FBtr0077152	-	protein_coding	TRUE	TRUE
54917	chr3L	5624083	5642036	FBgn0035625	Blimp-1	FBtr0331806	+	protein_coding	TRUE	TRUE
179181	chr2R	10488769	10489515	FBgn0050077	blos1	FBtr0301734	+	protein_coding	TRUE	TRUE
107684	chr3L	11054671	11055315	FBgn0036118	blos2	FBtr0076202	+	protein_coding	TRUE	TRUE
54714	chr3L	18863324	18863997	FBgn0085284	blos3	FBtr0112449	+	protein_coding	TRUE	TRUE
184231	chr3L	10872185	10873288	FBgn0036105	blos4	FBtr0076269	+	protein_coding	TRUE	TRUE
100958	chr3L	17389131	17414614	FBgn0027660	blot	FBtr0075232	-	protein_coding	TRUE	TRUE
23297	chr2R	3467993	3474581	FBgn0004133	blow	FBtr0088952	-	protein_coding	TRUE	TRUE
28860	chr3R	11759569	11760662	FBgn0038387	blp	FBtr0083203	+	protein_coding	TRUE	TRUE
54750	chr3L	14036794	14042992	FBgn0041161	blue	FBtr0075781	-	protein_coding	TRUE	TRUE
13843	chr2R	18686561	18689685	FBgn0011211	blw	FBtr0071883	+	protein_coding	TRUE	TRUE
83176	chr3R	22694960	22697738	FBgn0026562	BM-40-SPARC	FBtr0085094	-	protein_coding	TRUE	TRUE
173561	chr3L	11714034	11721218	FBgn0036199	Bmcp	FBtr0076115	+	protein_coding	TRUE	TRUE
172508	chr3L	14769596	14779512	FBgn0036449	bmm	FBtr0075699	-	protein_coding	TRUE	TRUE
40470	chrX	18688553	18691712	FBgn0001090	bnb	FBtr0074656	-	protein_coding	TRUE	TRUE
126276	chr3R	27018946	27020517	FBgn0004389	bnk	FBtr0085754	+	protein_coding	TRUE	TRUE
179721	chr3R	15619795	15662539	FBgn0014135	bnl	FBtr0083795	-	protein_coding	TRUE	TRUE
163243	chr3L	14938599	14939225	FBgn0040487	BobA	FBtr0075673	-	protein_coding	TRUE	TRUE
